id,zona,pais,tipo_prod,presentacion,prioridad,fecha_ped,id_ped,fecha_env,unids,precio_unit,cost_unit,venta_total,cost_total
A215,Centroamerica y Caribe,Costa Rica,Bebida Bolt,Naranja,Baja,10/07/2022,516876542,10/08/2022,3395,49.63,31.79,168493.85,107927.05
A216,America Del Norte,Estados Unidos,Bebida Bolt,Nuevo Mango,Alta,23/10/2021,521885192,8/11/2021,4111,47.45,31.79,195066.95,130688.69
A217,Centroamerica y Caribe,Grenada,Bebida Bolt,Nuevo Mango,Baja,28/02/2022,526523911,4/04/2022,6215,49.63,31.79,308450.45,197574.85
A218,Africa,Zambia,Bebida Bolt,Nuevo Mango,Critica,17/05/2021,536287581,16/06/2021,8506,35.7,31.79,303664.2,270405.74
A219,Europa,Austria,Bebida Bolt,Nuevo Mango,Media,1/09/2020,540352094,16/09/2020,7742,49.63,31.79,384235.46,246118.18
A220,America Del Sur,Argentina,Bebida Bolt,Fresa,Alta,5/06/2022,540324628,14/07/2022,3001,38.78,31.79,116378.78,95401.79
A221,Europa,Liechtenstein,Bebida Bolt,Uva,Media,3/06/2021,562583100,13/07/2021,4796,49.63,31.79,238025.48,152464.84
A222,Europa,Spain,Bebida Bolt,Naranja,Alta,16/06/2022,565477311,11/07/2022,5793,49.63,31.79,287506.59,184159.47
A223,America Del Norte,Estados Unidos,Bebida Bolt,Nuevo Mango,Media,7/11/2020,572249782,7/11/2020,6283,47.45,31.79,298128.35,199736.57
A224,Asia,China,Bebida Bolt,Fresa,Baja,4/10/2020,574051368,18/10/2020,2358,51.2,31.79,120729.6,74960.82
A225,America Del Sur,Argentina,Bebida Bolt,Naranja,Critica,14/05/2021,579580581,31/05/2021,3684,38.78,31.79,142865.52,117114.36
A226,Africa,Syria,Bebida Bolt,Nuevo Mango,Alta,28/08/2021,583977258,12/10/2021,876,35.7,31.79,31273.2,27848.04
A227,America Del Sur,Argentina,Bebida Bolt,Fresa,Baja,7/02/2022,623535764,18/02/2022,7605,38.78,31.79,294921.9,241762.95
A228,America Del Norte,Estados Unidos,Bebida Bolt,Uva,Baja,11/04/2023,632386195,31/05/2023,5449,47.45,31.79,258555.05,173223.71
A229,Centroamerica y Caribe,Saint Kitts and Nevis ,Bebida Bolt,Naranja,Alta,18/07/2022,632866847,1/08/2022,7561,49.63,31.79,375252.43,240364.19
A230,Europa,Portugal,Bebida Bolt,Nuevo Mango,Media,14/01/2021,643387544,6/02/2021,7484,49.63,31.79,371430.92,237916.36
A231,Europa,Austria,Bebida Bolt,Fresa,Critica,12/01/2022,670916020,19/01/2022,7477,49.63,31.79,371083.51,237693.83
A232,Centroamerica y Caribe,Guatemala,Bebida Bolt,Naranja,Critica,24/04/2023,679107701,26/04/2023,4392,49.63,31.79,217974.96,139621.68
A233,Europa,Hungary,Bebida Bolt,Nuevo Mango,Baja,11/10/2021,695057189,25/10/2021,1822,49.63,31.79,90425.86,57921.38
A234,Australia y Oceania,Australia,Bebida Bolt,Fresa,Baja,10/04/2022,707739102,16/04/2022,2865,49.63,31.79,142189.95,91078.35
A235,Europa,Romania,Bebida Bolt,Naranja,Baja,9/11/2020,727281463,28/12/2020,3870,49.63,31.79,192068.1,123027.3
A236,Europa,Poland,Bebida Bolt,Nuevo Mango,Critica,28/07/2022,731539952,29/07/2022,7082,49.63,31.79,351479.66,225136.78
A237,Centroamerica y Caribe,Haiti,Bebida Bolt,Fresa,Baja,15/12/2020,813131034,18/12/2020,7359,49.63,31.79,365227.17,233942.61
A238,America Del Sur,Argentina,Bebida Bolt,Uva,Baja,30/03/2021,814142549,3/05/2021,2473,38.78,31.79,95902.94,78616.67
A239,Asia,Uzbekistan,Bebida Bolt,Fresa,Critica,24/04/2022,829201543,4/05/2022,3347,51.2,31.79,171366.4,106401.13
A240,Centroamerica y Caribe,Belize,Bebida Bolt,Uva,Media,24/04/2023,830754220,26/04/2023,6918,49.63,31.79,343340.34,219923.22
A241,America Del Sur,Argentina,Bebida Bolt,Naranja,Baja,19/12/2020,838085019,7/01/2021,7610,38.78,31.79,295115.8,241921.9
A242,Asia,Nepal,Bebida Bolt,Nuevo Mango,Baja,12/08/2022,852058255,17/08/2022,3394,51.2,31.79,173772.8,107895.26
A243,America Del Norte,Estados Unidos,Bebida Bolt,Fresa,Media,12/04/2023,868652760,27/05/2023,2498,47.45,31.79,118530.1,79411.42
A244,America Del Sur,Argentina,Bebida Bolt,Naranja,Media,12/07/2022,879757964,16/08/2022,2536,38.78,31.79,98346.08,80619.44
A245,America Del Sur,Argentina,Bebida Bolt,Nuevo Mango,Alta,18/06/2022,890339171,29/07/2022,2736,38.78,31.79,106102.08,86977.44
A246,America Del Sur,Argentina,Bebida Bolt,Nuevo Mango,Critica,14/10/2022,892692220,28/10/2022,3484,38.78,31.79,135109.52,110756.36
A247,Asia,Philippines,Bebida Bolt,Nuevo Mango,Critica,12/11/2021,897720181,19/11/2021,5813,51.2,31.79,297625.6,184795.27
A248,Europa,Portugal,Bebida Bolt,Nuevo Mango,Media,27/10/2022,914382064,23/11/2022,5892,49.63,31.79,292419.96,187306.68
A249,America Del Norte,Canada,Bebida Bolt,Fresa,Media,14/04/2023,917417895,16/04/2023,3847,47.45,31.79,182540.15,122296.13
A250,America Del Sur,Argentina,Bebida Bolt,Uva,Critica,19/09/2022,927084577,3/10/2022,3627,38.78,31.79,140655.06,115302.33
A251,Asia,South Korea,Bebida Bolt,Naranja,Alta,18/12/2020,938801753,29/12/2020,1337,51.2,31.79,68454.4,42503.23
A252,Europa,Sweden,Bebida Bolt,Nuevo Mango,Baja,28/07/2022,939389693,4/08/2022,2579,49.63,31.79,127995.77,81986.41
A253,America Del Norte,Estados Unidos,Bebida Bolt,Fresa,Media,8/11/2020,939460504,10/11/2020,3338,47.45,31.79,158388.1,106115.02
A254,America Del Norte,Estados Unidos,Bebida Bolt,Fresa,Alta,23/07/2021,940079343,3/09/2021,6246,47.45,31.79,296372.7,198560.34
A255,America Del Sur,Colombia,Bebida Bolt,Naranja,Baja,20/04/2022,941685664,9/06/2022,5402,38.78,31.79,209489.56,171729.58
A256,Europa,Macedonia,Bebida Bolt,Nuevo Mango,Baja,16/01/2021,945736443,6/02/2021,4651,49.63,31.79,230829.13,147855.29
A257,America Del Sur,Argentina,Bebida Bolt,Fresa,Critica,12/02/2023,961049926,26/02/2023,4289,38.78,31.79,166327.42,136347.31
A258,Europa,Poland,Bebida Bolt,Uva,Media,5/02/2023,967345178,18/03/2023,4327,49.63,31.79,214749.01,137555.33
A259,Centroamerica y Caribe,Guatemala,Bebida Bolt,Fresa,Alta,29/06/2021,967977750,11/08/2021,5698,49.63,31.79,282791.74,181139.42
A260,Asia,Indonesia,Bebida Bolt,Uva,Baja,15/11/2021,115831792,6/12/2021,6100,51.2,31.79,312320,193919
A261,Asia,Taiwan,Bebida Bolt,Naranja,Media,14/02/2021,116113746,28/02/2021,7751,51.2,31.79,396851.2,246404.29
A262,America Del Norte,Estados Unidos,Bebida Bolt,Nuevo Mango,Alta,4/01/2023,121176040,19/01/2023,8523,47.45,31.79,404416.35,270946.17
A263,Europa,Norway,Bebida Bolt,Fresa,Baja,13/06/2022,121239984,12/07/2022,8739,49.63,31.79,433716.57,277812.81
A264,Europa,Germany,Bebida Bolt,Naranja,Media,7/01/2021,128816258,8/01/2021,7429,49.63,31.79,368701.27,236167.91
A265,Centroamerica y Caribe,The Bahamas,Bebida Bolt,Nuevo Mango,Baja,5/12/2020,136167657,18/12/2020,7733,49.63,31.79,383788.79,245832.07
A266,America Del Sur,Colombia,Bebida Bolt,Nuevo Mango,Media,1/10/2021,144708669,1/11/2021,5558,38.78,31.79,215539.24,176688.82
A267,Asia,India,Bebida Bolt,Nuevo Mango,Alta,2/07/2021,146849286,22/07/2021,3959,51.2,31.79,202700.8,125856.61
A268,Europa,Germany,Bebida Bolt,Nuevo Mango,Alta,14/05/2022,150160205,21/05/2022,4801,49.63,31.79,238273.63,152623.79
A269,Europa,Greece,Bebida Bolt,Fresa,Media,21/04/2021,152694785,15/05/2021,4741,49.63,31.79,235295.83,150716.39
A270,Europa,Georgia,Bebida Bolt,Uva,Alta,10/03/2022,152819240,14/04/2022,4627,49.63,31.79,229638.01,147092.33
A271,America Del Sur,Argentina,Bebida Bolt,Naranja,Alta,17/10/2022,156183803,24/11/2022,4046,38.78,31.79,156903.88,128622.34
A272,Australia y Oceania,Papua New Guinea,Bebida Bolt,Nuevo Mango,Alta,10/01/2021,160264194,24/01/2021,4934,49.63,31.79,244874.42,156851.86
A273,Europa,Cyprus,Bebida Bolt,Fresa,Critica,31/01/2023,162745130,15/02/2023,6285,49.63,31.79,311924.55,199800.15
A274,Asia,Taiwan,Bebida Bolt,Uva,Critica,2/10/2021,187923991,13/11/2021,8238,51.2,31.79,421785.6,261886.02
A275,Europa,Spain,Bebida Bolt,Naranja,Alta,6/12/2021,193923556,17/12/2021,8780,49.63,31.79,435751.4,279116.2
A276,America Del Sur,Bolivia,Bebida Bolt,Nuevo Mango,Alta,9/12/2022,200081908,9/12/2022,7226,38.78,31.79,280224.28,229714.54
A277,Europa,Cyprus,Bebida Bolt,Fresa,Media,27/09/2021,203154218,10/10/2021,6161,49.63,31.79,305770.43,195858.19
A278,Europa,Italy,Bebida Bolt,Naranja,Baja,3/07/2022,207990348,19/07/2022,6762,49.63,31.79,335598.06,214963.98
A279,Australia y Oceania,Fiji,Bebida Bolt,Nuevo Mango,Baja,15/05/2022,211913239,26/05/2022,7172,49.63,31.79,355946.36,227997.88
A280,Europa,San Marino,Bebida Bolt,Nuevo Mango,Media,23/01/2022,246557939,13/03/2022,7817,49.63,31.79,387957.71,248502.43
A281,America Del Sur,Colombia,Bebida Bolt,Nuevo Mango,Alta,1/08/2022,271128261,3/09/2022,5729,38.78,31.79,222170.62,182124.91
A282,Australia y Oceania,Australia,Bebida Bolt,Nuevo Mango,Media,2/12/2020,289702451,15/12/2020,2892,49.63,31.79,143529.96,91936.68
A283,Asia,Brunei,Bebida Bolt,Fresa,Baja,6/12/2020,305997836,6/01/2021,4710,51.2,31.79,241152,149730.9
A284,America Del Sur,Colombia,Bebida Bolt,Uva,Baja,9/03/2022,310959708,10/04/2022,5723,38.78,31.79,221937.94,181934.17
A285,Europa,Switzerland,Bebida Bolt,Naranja,Alta,20/01/2023,314270627,8/02/2023,5820,49.63,31.79,288846.6,185017.8
A286,Australia y Oceania,Tuvalu,Bebida Bolt,Nuevo Mango,Baja,31/01/2022,335351932,12/03/2022,6435,49.63,31.79,319369.05,204568.65
A287,Centroamerica y Caribe,Panama,Bebida Bolt,Fresa,Baja,29/12/2022,336541545,14/02/2023,7767,49.63,31.79,385476.21,246912.93
A288,America Del Norte,Greenland,Bebida Bolt,Uva,Critica,28/09/2022,345530164,6/10/2022,8444,47.45,31.79,400667.8,268434.76
A289,Centroamerica y Caribe,Jamaica,Bebida Bolt,Naranja,Alta,24/12/2021,345889794,21/01/2022,8230,49.63,31.79,408454.9,261631.7
A290,Europa,Belarus,Bebida Bolt,Nuevo Mango,Alta,13/12/2022,351650750,5/01/2023,4149,49.63,31.79,205914.87,131896.71
A291,America Del Sur,Argentina,Bebida Bolt,Fresa,Media,20/02/2022,372393023,11/03/2022,2519,38.78,31.79,97686.82,80079.01
A292,Europa,Switzerland,Bebida Bolt,Naranja,Baja,6/07/2022,395414102,3/08/2022,3705,49.63,31.79,183879.15,117781.95
A293,America Del Sur,Bolivia,Bebida Bolt,Nuevo Mango,Media,21/08/2022,401447999,26/08/2022,6689,38.78,31.79,259399.42,212643.31
A294,Europa,Italy,Bebida Bolt,Fresa,Alta,3/10/2020,422283828,23/10/2020,5436,49.63,31.79,269788.68,172810.44
A295,Europa,Finland,Bebida Bolt,Uva,Critica,18/03/2022,422620713,3/04/2022,4528,49.63,31.79,224724.64,143945.12
A296,America Del Norte,Mexico,Bebida Bolt,Naranja,Media,9/08/2020,435887134,17/09/2020,2429,47.45,31.79,115256.05,77217.91
A297,Asia,Japan,Bebida Bolt,Nuevo Mango,Media,14/06/2022,469912993,21/07/2022,4256,51.2,31.79,217907.2,135298.24
A298,America Del Sur,Colombia,Bebida Bolt,Fresa,Baja,21/07/2021,477304303,22/07/2021,5505,38.78,31.79,213483.9,175003.95
A299,America Del Sur,Colombia,Bebida Bolt,Naranja,Baja,11/02/2021,494225394,23/03/2021,5312,38.78,31.79,205999.36,168868.48
A300,Europa,Romania,Bebida Bolt,Nuevo Mango,Alta,7/10/2022,506900441,7/10/2022,4205,49.63,31.79,208694.15,133676.95
A301,America Del Sur,Argentina,Bebida Bolt,Fresa,Media,20/07/2022,516876542,20/08/2022,2754,38.78,31.79,106800.12,87549.66
A302,Centroamerica y Caribe,Costa Rica,Bebida Bolt,Naranja,Baja,2/11/2021,521885192,18/11/2021,3561,49.63,31.79,176732.43,113204.19
A303,America Del Norte,Estados Unidos,Bebida Bolt,Nuevo Mango,Alta,10/03/2022,526523911,14/04/2022,6129,47.45,31.79,290821.05,194840.91
A304,Centroamerica y Caribe,Grenada,Bebida Bolt,Fresa,Baja,27/05/2021,536287581,26/06/2021,7686,49.63,31.79,381456.18,244337.94
A305,Africa,Zambia,Bebida Bolt,Uva,Critica,11/09/2020,540352094,26/09/2020,1665,35.7,31.79,59440.5,52930.35
A306,Europa,Austria,Bebida Bolt,Fresa,Media,15/06/2022,540324628,24/07/2022,7489,49.63,31.79,371679.07,238075.31
A307,America Del Sur,Argentina,Bebida Bolt,Uva,Alta,13/06/2021,562583100,23/07/2021,3944,38.78,31.79,152948.32,125379.76
A308,Europa,Liechtenstein,Bebida Bolt,Naranja,Media,26/06/2022,565477311,21/07/2022,4825,49.63,31.79,239464.75,153386.75
A309,Europa,Spain,Bebida Bolt,Nuevo Mango,Alta,17/11/2020,572249782,17/11/2020,5829,49.63,31.79,289293.27,185303.91
A310,America Del Norte,Estados Unidos,Bebida Bolt,Fresa,Media,14/10/2020,574051368,28/10/2020,5720,47.45,31.79,271414,181838.8
A311,Asia,China,Bebida Bolt,Naranja,Baja,24/05/2021,579580581,10/06/2021,3557,51.2,31.79,182118.4,113077.03
A312,America Del Sur,Bolivia,Bebida Bolt,Nuevo Mango,Critica,7/09/2021,583977258,22/10/2021,7477,38.78,31.79,289958.06,237693.83
A313,America Del Sur,Paraguay,Bebida Bolt,Nuevo Mango,Alta,17/02/2022,623535764,28/02/2022,7838,38.78,31.79,303957.64,249170.02
A314,America Del Sur,Colombia,Bebida Bolt,Nuevo Mango,Baja,21/04/2023,632386195,10/06/2023,5871,38.78,31.79,227677.38,186639.09
A315,America Del Norte,Estados Unidos,Bebida Bolt,Nuevo Mango,Baja,28/07/2022,632866847,11/08/2022,5557,47.45,31.79,263679.65,176657.03
A316,Centroamerica y Caribe,Saint Kitts and Nevis ,Bebida Bolt,Fresa,Alta,24/01/2021,643387544,16/02/2021,7539,49.63,31.79,374160.57,239664.81
A317,Europa,Portugal,Bebida Bolt,Uva,Media,22/01/2022,670916020,29/01/2022,7480,49.63,31.79,371232.4,237789.2
A318,Europa,Austria,Bebida Bolt,Naranja,Critica,4/05/2023,679107701,6/05/2023,6572,49.63,31.79,326168.36,208923.88
A319,Centroamerica y Caribe,Guatemala,Bebida Bolt,Nuevo Mango,Critica,21/10/2021,695057189,4/11/2021,3359,49.63,31.79,166707.17,106782.61
A320,Europa,Hungary,Bebida Bolt,Fresa,Baja,20/04/2022,707739102,26/04/2022,1842,49.63,31.79,91418.46,58557.18
A321,Asia,Thailand,Bebida Bolt,Naranja,Baja,19/11/2020,727281463,7/01/2021,3493,51.2,31.79,178841.6,111042.47
A322,Europa,Romania,Bebida Bolt,Nuevo Mango,Baja,7/08/2022,731539952,8/08/2022,4045,49.63,31.79,200753.35,128590.55
A323,Europa,Poland,Bebida Bolt,Fresa,Critica,25/12/2020,813131034,28/12/2020,7178,49.63,31.79,356244.14,228188.62
A324,Centroamerica y Caribe,Haiti,Bebida Bolt,Naranja,Baja,9/04/2021,814142549,13/05/2021,4581,49.63,31.79,227355.03,145629.99
A325,America Del Sur,Argentina,Bebida Bolt,Nuevo Mango,Baja,4/05/2022,829201543,14/05/2022,2714,38.78,31.79,105248.92,86278.06
A326,Asia,Uzbekistan,Bebida Bolt,Fresa,Critica,4/05/2023,830754220,6/05/2023,3468,51.2,31.79,177561.6,110247.72
A327,Centroamerica y Caribe,Belize,Bebida Bolt,Uva,Media,29/12/2020,838085019,17/01/2021,7113,49.63,31.79,353018.19,226122.27
A328,America Del Sur,Colombia,Bebida Bolt,Fresa,Baja,22/08/2022,852058255,27/08/2022,5656,38.78,31.79,219339.68,179804.24
A329,Asia,Nepal,Bebida Bolt,Uva,Baja,22/04/2023,868652760,6/06/2023,2830,51.2,31.79,144896,89965.7
A330,America Del Norte,Estados Unidos,Bebida Bolt,Naranja,Media,22/07/2022,879757964,26/08/2022,2510,47.45,31.79,119099.5,79792.9
A331,America Del Sur,Argentina,Bebida Bolt,Nuevo Mango,Media,28/06/2022,890339171,8/08/2022,2611,38.78,31.79,101254.58,83003.69
A332,America Del Sur,Argentina,Bebida Bolt,Fresa,Alta,24/10/2022,892692220,7/11/2022,3101,38.78,31.79,120256.78,98580.79
A333,America Del Sur,Argentina,Bebida Bolt,Naranja,Critica,22/11/2021,897720181,29/11/2021,3566,38.78,31.79,138289.48,113363.14
A334,Asia,Philippines,Bebida Bolt,Nuevo Mango,Critica,6/11/2022,914382064,3/12/2022,5864,51.2,31.79,300236.8,186416.56
A335,Europa,Portugal,Bebida Bolt,Nuevo Mango,Media,24/04/2023,917417895,26/04/2023,5041,49.63,31.79,250184.83,160253.39
A336,America Del Norte,Canada,Bebida Bolt,Nuevo Mango,Media,29/09/2022,927084577,13/10/2022,3649,47.45,31.79,173145.05,116001.71
A337,America Del Sur,Argentina,Bebida Bolt,Nuevo Mango,Critica,28/12/2020,938801753,8/01/2021,3578,38.78,31.79,138754.84,113744.62
A338,Asia,South Korea,Bebida Bolt,Fresa,Alta,7/08/2022,939389693,14/08/2022,2053,51.2,31.79,105113.6,65264.87
A339,Europa,Sweden,Bebida Bolt,Uva,Baja,18/11/2020,939460504,20/11/2020,2660,49.63,31.79,132015.8,84561.4
A340,America Del Norte,Estados Unidos,Bebida Bolt,Naranja,Media,2/08/2021,940079343,13/09/2021,3534,47.45,31.79,167688.3,112345.86
A341,America Del Norte,Estados Unidos,Bebida Bolt,Nuevo Mango,Alta,30/04/2022,941685664,19/06/2022,5824,47.45,31.79,276348.8,185144.96
A342,America Del Sur,Colombia,Bebida Bolt,Fresa,Baja,26/01/2021,945736443,16/02/2021,4974,38.78,31.79,192891.72,158123.46
A343,Europa,Macedonia,Bebida Bolt,Naranja,Baja,22/02/2023,961049926,8/03/2023,4555,49.63,31.79,226064.65,144803.45
A344,America Del Sur,Argentina,Bebida Bolt,Nuevo Mango,Critica,15/02/2023,967345178,28/03/2023,4319,38.78,31.79,167490.82,137301.01
A345,Europa,Poland,Bebida Bolt,Fresa,Media,9/07/2021,967977750,21/08/2021,4766,49.63,31.79,236536.58,151511.14
A346,Centroamerica y Caribe,Guatemala,Bebida Bolt,Uva,Alta,25/11/2021,115831792,16/12/2021,5846,49.63,31.79,290136.98,185844.34
A347,Asia,Indonesia,Bebida Bolt,Naranja,Baja,24/02/2021,116113746,10/03/2021,6141,51.2,31.79,314419.2,195222.39
A348,Asia,Taiwan,Bebida Bolt,Nuevo Mango,Media,14/01/2023,121176040,29/01/2023,8176,51.2,31.79,418611.2,259915.04
A349,America Del Norte,Estados Unidos,Bebida Bolt,Fresa,Alta,23/06/2022,121239984,22/07/2022,8526,47.45,31.79,404558.7,271041.54
A350,Europa,Norway,Bebida Bolt,Naranja,Baja,17/01/2021,128816258,18/01/2021,7718,49.63,31.79,383044.34,245355.22
A351,Europa,Germany,Bebida Bolt,Nuevo Mango,Media,15/12/2020,136167657,28/12/2020,7541,49.63,31.79,374259.83,239728.39
A352,Centroamerica y Caribe,The Bahamas,Bebida Bolt,Fresa,Baja,11/10/2021,144708669,11/11/2021,6241,49.63,31.79,309740.83,198401.39
A353,America Del Sur,Colombia,Bebida Bolt,Naranja,Media,12/07/2021,146849286,1/08/2021,5038,38.78,31.79,195373.64,160158.02
A354,Asia,India,Bebida Bolt,Nuevo Mango,Alta,24/05/2022,150160205,31/05/2022,4323,51.2,31.79,221337.6,137428.17
A355,Europa,Germany,Bebida Bolt,Fresa,Alta,1/05/2021,152694785,25/05/2021,4796,49.63,31.79,238025.48,152464.84
A356,Europa,Greece,Bebida Bolt,Uva,Media,20/03/2022,152819240,24/04/2022,4694,49.63,31.79,232963.22,149222.26
A357,Europa,Georgia,Bebida Bolt,Fresa,Alta,27/10/2022,156183803,4/12/2022,4246,49.63,31.79,210728.98,134980.34
A358,America Del Sur,Argentina,Bebida Bolt,Uva,Alta,20/01/2021,160264194,3/02/2021,4075,38.78,31.79,158028.5,129544.25
A359,Australia y Oceania,Papua New Guinea,Bebida Bolt,Naranja,Alta,10/02/2023,162745130,25/02/2023,5575,49.63,31.79,276687.25,177229.25
A360,Europa,Cyprus,Bebida Bolt,Nuevo Mango,Critica,12/10/2021,187923991,23/11/2021,8185,49.63,31.79,406221.55,260201.15
A361,Asia,Taiwan,Bebida Bolt,Fresa,Critica,16/12/2021,193923556,27/12/2021,8289,51.2,31.79,424396.8,263507.31
A362,Europa,Spain,Bebida Bolt,Naranja,Alta,19/12/2022,200081908,19/12/2022,8378,49.63,31.79,415800.14,266336.62
A363,America Del Sur,Bolivia,Bebida Bolt,Nuevo Mango,Alta,7/10/2021,203154218,20/10/2021,7049,38.78,31.79,273360.22,224087.71
A364,Europa,Cyprus,Bebida Bolt,Nuevo Mango,Media,13/07/2022,207990348,29/07/2022,6539,49.63,31.79,324530.57,207874.81
A365,Europa,Italy,Bebida Bolt,Nuevo Mango,Baja,25/05/2022,211913239,5/06/2022,6850,49.63,31.79,339965.5,217761.5
A366,Australia y Oceania,Fiji,Bebida Bolt,Nuevo Mango,Baja,2/02/2022,246557939,23/03/2022,7574,49.63,31.79,375897.62,240777.46
A367,Europa,San Marino,Bebida Bolt,Fresa,Media,11/08/2022,271128261,13/09/2022,7447,49.63,31.79,369594.61,236740.13
A368,America Del Sur,Argentina,Bebida Bolt,Uva,Alta,12/12/2020,289702451,25/12/2020,4799,38.78,31.79,186105.22,152560.21
A369,America Del Sur,Argentina,Bebida Bolt,Naranja,Media,16/12/2020,305997836,16/01/2021,4220,38.78,31.79,163651.6,134153.8
A370,Asia,Brunei,Bebida Bolt,Nuevo Mango,Baja,19/03/2022,310959708,20/04/2022,4938,51.2,31.79,252825.6,156979.02
A371,America Del Sur,Colombia,Bebida Bolt,Fresa,Baja,30/01/2023,314270627,18/02/2023,5770,38.78,31.79,223760.6,183428.3
A372,Europa,Switzerland,Bebida Bolt,Naranja,Alta,10/02/2022,335351932,22/03/2022,6103,49.63,31.79,302891.89,194014.37
A373,Australia y Oceania,Tuvalu,Bebida Bolt,Nuevo Mango,Baja,8/01/2023,336541545,24/02/2023,6736,49.63,31.79,334307.68,214137.44
A374,Centroamerica y Caribe,Panama,Bebida Bolt,Fresa,Baja,8/10/2022,345530164,16/10/2022,8387,49.63,31.79,416246.81,266622.73
A375,America Del Norte,Greenland,Bebida Bolt,Uva,Critica,3/01/2022,345889794,31/01/2022,8269,47.45,31.79,392364.05,262871.51
A376,Centroamerica y Caribe,Jamaica,Bebida Bolt,Naranja,Alta,23/12/2022,351650750,15/01/2023,5141,49.63,31.79,255147.83,163432.39
A377,Europa,Belarus,Bebida Bolt,Nuevo Mango,Alta,2/03/2022,372393023,21/03/2022,3397,49.63,31.79,168593.11,107990.63
A378,America Del Sur,Argentina,Bebida Bolt,Fresa,Media,16/07/2022,395414102,13/08/2022,2847,38.78,31.79,110406.66,90506.13
A379,Europa,Switzerland,Bebida Bolt,Naranja,Baja,31/08/2022,401447999,5/09/2022,5210,49.63,31.79,258572.3,165625.9
A380,America Del Sur,Paraguay,Bebida Bolt,Nuevo Mango,Media,13/10/2020,422283828,2/11/2020,6416,38.78,31.79,248812.48,203964.64
A381,Europa,Italy,Bebida Bolt,Fresa,Alta,28/03/2022,422620713,13/04/2022,4815,49.63,31.79,238968.45,153068.85
A382,Europa,Finland,Bebida Bolt,Naranja,Critica,19/08/2020,435887134,27/09/2020,4253,49.63,31.79,211076.39,135202.87
A383,America Del Norte,Mexico,Bebida Bolt,Nuevo Mango,Media,24/06/2022,469912993,31/07/2022,3144,47.45,31.79,149182.8,99947.76
A384,Asia,Japan,Bebida Bolt,Fresa,Media,31/07/2021,477304303,1/08/2021,5482,51.2,31.79,280678.4,174272.78
A385,America Del Sur,Colombia,Bebida Bolt,Uva,Baja,21/02/2021,494225394,2/04/2021,5434,38.78,31.79,210730.52,172746.86
A386,America Del Sur,Argentina,Bebida Bolt,Fresa,Baja,17/10/2022,506900441,17/10/2022,4394,38.78,31.79,170399.32,139685.26
A387,Europa,Romania,Bebida Bolt,Uva,Alta,30/07/2022,516876542,30/08/2022,2789,49.63,31.79,138418.07,88662.31
A388,America Del Sur,Argentina,Bebida Bolt,Naranja,Media,12/11/2021,521885192,28/11/2021,3348,38.78,31.79,129835.44,106432.92
A389,Centroamerica y Caribe,Costa Rica,Bebida Bolt,Nuevo Mango,Baja,20/03/2022,526523911,24/04/2022,4496,49.63,31.79,223136.48,142927.84
A390,America Del Norte,Estados Unidos,Bebida Bolt,Fresa,Alta,6/06/2021,536287581,6/07/2021,6829,47.45,31.79,324036.05,217093.91
A391,Centroamerica y Caribe,Grenada,Bebida Bolt,Naranja,Baja,21/09/2020,540352094,6/10/2020,7831,49.63,31.79,388652.53,248947.49
A392,America Del Sur,Paraguay,Bebida Bolt,Nuevo Mango,Critica,25/06/2022,540324628,3/08/2022,7914,38.78,31.79,306904.92,251586.06
A393,Europa,Austria,Bebida Bolt,Nuevo Mango,Media,23/06/2021,562583100,2/08/2021,6157,49.63,31.79,305571.91,195731.03
A394,America Del Sur,Argentina,Bebida Bolt,Nuevo Mango,Alta,6/07/2022,565477311,31/07/2022,4477,38.78,31.79,173618.06,142323.83
A395,Europa,Liechtenstein,Bebida Bolt,Nuevo Mango,Media,27/11/2020,572249782,27/11/2020,5098,49.63,31.79,253013.74,162065.42
A396,Europa,Spain,Bebida Bolt,Fresa,Alta,24/10/2020,574051368,7/11/2020,5728,49.63,31.79,284280.64,182093.12
A397,America Del Norte,Estados Unidos,Bebida Bolt,Uva,Media,3/06/2021,579580581,20/06/2021,5664,47.45,31.79,268756.8,180058.56
A398,Asia,China,Bebida Bolt,Naranja,Baja,17/09/2021,583977258,1/11/2021,5513,51.2,31.79,282265.6,175258.27
A399,America Del Sur,Argentina,Bebida Bolt,Nuevo Mango,Critica,27/02/2022,623535764,10/03/2022,7574,38.78,31.79,293719.72,240777.46
A400,America Del Sur,Chile,Bebida Bolt,Fresa,Alta,1/05/2023,632386195,20/06/2023,6944,38.78,31.79,269288.32,220749.76
A401,America Del Sur,Colombia,Bebida Bolt,Naranja,Baja,7/08/2022,632866847,21/08/2022,5688,38.78,31.79,220580.64,180821.52
A402,America Del Norte,Estados Unidos,Bebida Bolt,Nuevo Mango,Baja,3/02/2021,643387544,26/02/2021,6862,47.45,31.79,325601.9,218142.98
A403,Centroamerica y Caribe,Saint Kitts and Nevis ,Bebida Bolt,Fresa,Alta,1/02/2022,670916020,8/02/2022,7502,49.63,31.79,372324.26,238488.58
A404,Europa,Portugal,Bebida Bolt,Uva,Media,14/05/2023,679107701,16/05/2023,6665,49.63,31.79,330783.95,211880.35
A405,Europa,Austria,Bebida Bolt,Naranja,Critica,31/10/2021,695057189,14/11/2021,5530,49.63,31.79,274453.9,175798.7
