ID;Zona;Pais;Tipo de producto;Sabor;Prioridad;Fecha pedido;ID Pedido;Fecha envio;Unidades; Precio Unitario ; Coste unitario ; Importe venta total ; Importe Coste total 
A215;Centroamerica y Caribe;Costa Rica;Bebida Bolt;Naranja;Baja;10/07/2022;516876542;10/08/2022;3395;47.45;31.79;161092.75;107927.05
A216;America Del Norte;Estados Unidos;Bebida Bolt;Nuevo Mango;Alta;23/10/2021;521885192;8/11/2021;4111;47.45;31.79;195066.95;130688.69
A217;Centroamerica y Caribe;Grenada;Bebida Bolt;Nuevo Mango;Baja;28/02/2022;526523911;4/04/2022;6215;47.45;31.79;294901.75;197574.85
A218;Africa;Zambia;Bebida Bolt;Nuevo Mango;Critica;17/05/2021;536287581;16/06/2021;8506;47.45;31.79;403657.15;270437.53
A219;Europa;Austria;Bebida Bolt;Nuevo Mango;Media;1/09/2020;540352094;16/09/2020;7742;47.45;31.79;367357.9;246118.18
A220;America Del Sur;Argentina;Bebida Bolt;Fresa;Alta;5/06/2022;540324628;14/07/2022;3001;47.45;31.79;142397.45;95401.79
A221;Europa;Liechtenstein;Bebida Bolt;Uva;Media;3/06/2021;562583100;13/07/2021;4796;47.45;31.79;227570.2;152464.84
A222;Europa;Spain;Bebida Bolt;Naranja;Alta;16/06/2022;565477311;11/07/2022;5793;47.45;31.79;274877.85;184159.47
A223;America Del Norte;Estados Unidos;Bebida Bolt;Nuevo Mango;Media;7/11/2020;572249782;7/11/2020;6283;47.45;31.79;298128.35;199736.57
A224;Asia;China;Bebida Bolt;Fresa;Baja;4/10/2020;574051368;18/10/2020;2358;47.45;31.79;111887.1;74960.82
A225;America Del Sur;Argentina;Bebida Bolt;Naranja;Critica;14/05/2021;579580581;31/05/2021;3684;47.45;31.79;174805.8;117114.36
A226;Africa;Syria;Bebida Bolt;Nuevo Mango;Alta;28/08/2021;583977258;12/10/2021;876;47.45;31.79;415994.15;278702.93
A227;America Del Sur;Argentina;Bebida Bolt;Fresa;Baja;7/02/2022;623535764;18/02/2022;7605;47.45;31.79;360857.25;241762.95
A228;America Del Norte;Estados Unidos;Bebida Bolt;Uva;Baja;11/04/2023;632386195;31/05/2023;5449;47.45;31.79;258555.05;173223.71
A229;Centroamerica y Caribe;Saint Kitts and Nevis ;Bebida Bolt;Naranja;Alta;18/07/2022;632866847;1/08/2022;7561;47.45;31.79;358769.45;240364.19
A230;Europa;Portugal;Bebida Bolt;Nuevo Mango;Media;14/01/2021;643387544;6/02/2021;7484;47.45;31.79;355115.8;237916.36
A231;Europa;Austria;Bebida Bolt;Fresa;Critica;12/01/2022;670916020;19/01/2022;7477;47.45;31.79;354783.65;237693.83
A232;Centroamerica y Caribe;Guatemala;Bebida Bolt;Naranja;Critica;24/04/2023;679107701;26/04/2023;4392;47.45;31.79;208400.4;139621.68
A233;Europa;Hungary;Bebida Bolt;Nuevo Mango;Baja;11/10/2021;695057189;25/10/2021;1822;47.45;31.79;86453.9;57921.38
A234;Australia y Oceania;Australia;Bebida Bolt;Fresa;Baja;10/04/2022;707739102;16/04/2022;2865;47.45;31.79;135944.25;91078.35
A235;Europa;Romania;Bebida Bolt;Naranja;Baja;9/11/2020;727281463;28/12/2020;3870;47.45;31.79;183631.5;123027.3
A236;Europa;Poland;Bebida Bolt;Nuevo Mango;Critica;28/07/2022;731539952;29/07/2022;7082;47.45;31.79;336040.9;225136.78
A237;Centroamerica y Caribe;Haiti;Bebida Bolt;Fresa;Baja;15/12/2020;813131034;18/12/2020;7359;47.45;31.79;349184.55;233942.61
A238;America Del Sur;Argentina;Bebida Bolt;Uva;Baja;30/03/2021;814142549;3/05/2021;2473;47.45;31.79;117343.85;78616.67
A239;Asia;Uzbekistan;Bebida Bolt;Fresa;Critica;24/04/2022;829201543;4/05/2022;3347;47.45;31.79;158815.15;106401.13
A240;Centroamerica y Caribe;Belize;Bebida Bolt;Uva;Media;24/04/2023;830754220;26/04/2023;6918;47.45;31.79;328259.1;219923.22
A241;America Del Sur;Argentina;Bebida Bolt;Naranja;Baja;19/12/2020;838085019;7/01/2021;7610;47.45;31.79;361094.5;241921.9
A242;Asia;Nepal;Bebida Bolt;Nuevo Mango;Baja;12/08/2022;852058255;17/08/2022;3394;47.45;31.79;161045.3;107895.26
A243;America Del Norte;Estados Unidos;Bebida Bolt;Fresa;Media;12/04/2023;868652760;27/05/2023;2498;47.45;31.79;118530.1;79411.42
A244;America Del Sur;Argentina;Bebida Bolt;Naranja;Media;12/07/2022;879757964;16/08/2022;2536;47.45;31.79;120333.2;80619.44
A245;America Del Sur;Argentina;Bebida Bolt;Nuevo Mango;Alta;18/06/2022;890339171;29/07/2022;2736;47.45;31.79;129823.2;86977.44
A246;America Del Sur;Argentina;Bebida Bolt;Nuevo Mango;Critica;14/10/2022;892692220;28/10/2022;3484;47.45;31.79;165315.8;110756.36
A247;Asia;Philippines;Bebida Bolt;Nuevo Mango;Critica;12/11/2021;897720181;19/11/2021;5813;47.45;31.79;275826.85;184795.27
A248;Europa;Portugal;Bebida Bolt;Nuevo Mango;Media;27/10/2022;914382064;23/11/2022;5892;47.45;31.79;279575.4;187306.68
A249;America Del Norte;Canada;Bebida Bolt;Fresa;Media;14/04/2023;917417895;16/04/2023;3847;47.45;31.79;182540.15;122296.13
A250;America Del Sur;Argentina;Bebida Bolt;Uva;Critica;19/09/2022;927084577;3/10/2022;3627;47.45;31.79;172101.15;115302.33
A251;Asia;South Korea;Bebida Bolt;Naranja;Alta;18/12/2020;938801753;29/12/2020;1337;47.45;31.79;63440.65;42503.23
A252;Europa;Sweden;Bebida Bolt;Nuevo Mango;Baja;28/07/2022;939389693;4/08/2022;2579;47.45;31.79;122373.55;81986.41
A253;America Del Norte;Estados Unidos;Bebida Bolt;Fresa;Media;8/11/2020;939460504;10/11/2020;3338;47.45;31.79;158388.1;106115.02
A254;America Del Norte;Estados Unidos;Bebida Bolt;Fresa;Alta;23/07/2021;940079343;3/09/2021;6246;47.45;31.79;296372.7;198560.34
A255;America Del Sur;Colombia;Bebida Bolt;Naranja;Baja;20/04/2022;941685664;9/06/2022;5402;47.45;31.79;256324.9;171729.58
A256;Europa;Macedonia;Bebida Bolt;Nuevo Mango;Baja;16/01/2021;945736443;6/02/2021;4651;47.45;31.79;220689.95;147855.29
A257;America Del Sur;Argentina;Bebida Bolt;Fresa;Critica;12/02/2023;961049926;26/02/2023;4289;47.45;31.79;203513.05;136347.31
A258;Europa;Poland;Bebida Bolt;Uva;Media;5/02/2023;967345178;18/03/2023;4327;47.45;31.79;205316.15;137555.33
A259;Centroamerica y Caribe;Guatemala;Bebida Bolt;Fresa;Alta;29/06/2021;967977750;11/08/2021;5698;47.45;31.79;270370.1;181139.42
A260;Asia;Indonesia;Bebida Bolt;Uva;Baja;15/11/2021;115831792;6/12/2021;6100;47.45;31.79;289445;193919
A261;Asia;Taiwan;Bebida Bolt;Naranja;Media;14/02/2021;116113746;28/02/2021;7751;47.45;31.79;367784.95;246404.29
A262;America Del Norte;Estados Unidos;Bebida Bolt;Nuevo Mango;Alta;4/01/2023;121176040;19/01/2023;8523;47.45;31.79;404416.35;270946.17
A263;Europa;Norway;Bebida Bolt;Fresa;Baja;13/06/2022;121239984;12/07/2022;8739;47.45;31.79;414665.55;277812.81
A264;Europa;Germany;Bebida Bolt;Naranja;Media;7/01/2021;128816258;8/01/2021;7429;47.45;31.79;352506.05;236167.91
A265;Centroamerica y Caribe;The Bahamas;Bebida Bolt;Nuevo Mango;Baja;5/12/2020;136167657;18/12/2020;7733;47.45;31.79;366930.85;245832.07
A266;America Del Sur;Colombia;Bebida Bolt;Nuevo Mango;Media;1/10/2021;144708669;1/11/2021;5558;47.45;31.79;263727.1;176688.82
A267;Asia;India;Bebida Bolt;Nuevo Mango;Alta;2/07/2021;146849286;22/07/2021;3959;47.45;31.79;187854.55;125856.61
A268;Europa;Germany;Bebida Bolt;Nuevo Mango;Alta;14/05/2022;150160205;21/05/2022;4801;47.45;31.79;227807.45;152623.79
A269;Europa;Greece;Bebida Bolt;Fresa;Media;21/04/2021;152694785;15/05/2021;4741;47.45;31.79;224960.45;150716.39
A270;Europa;Georgia;Bebida Bolt;Uva;Alta;10/03/2022;152819240;14/04/2022;4627;47.45;31.79;219551.15;147092.33
A271;America Del Sur;Argentina;Bebida Bolt;Naranja;Alta;17/10/2022;156183803;24/11/2022;4046;47.45;31.79;191982.7;128622.34
A272;Australia y Oceania;Papua New Guinea;Bebida Bolt;Nuevo Mango;Alta;10/01/2021;160264194;24/01/2021;4934;47.45;31.79;234118.3;156851.86
A273;Europa;Cyprus;Bebida Bolt;Fresa;Critica;31/01/2023;162745130;15/02/2023;6285;47.45;31.79;298223.25;199800.15
A274;Asia;Taiwan;Bebida Bolt;Uva;Critica;2/10/2021;187923991;13/11/2021;8238;47.45;31.79;390893.1;261886.02
A275;Europa;Spain;Bebida Bolt;Naranja;Alta;6/12/2021;193923556;17/12/2021;8780;47.45;31.79;416611;279116.2
A276;America Del Sur;Bolivia;Bebida Bolt;Nuevo Mango;Alta;9/12/2022;200081908;9/12/2022;7226;47.45;31.79;342873.7;229714.54
A277;Europa;Cyprus;Bebida Bolt;Fresa;Media;27/09/2021;203154218;10/10/2021;6161;47.45;31.79;292339.45;195858.19
A278;Europa;Italy;Bebida Bolt;Naranja;Baja;3/07/2022;207990348;19/07/2022;6762;47.45;31.79;320856.9;214963.98
A279;Australia y Oceania;Fiji;Bebida Bolt;Nuevo Mango;Baja;15/05/2022;211913239;26/05/2022;7172;47.45;31.79;340311.4;227997.88
A280;Europa;San Marino;Bebida Bolt;Nuevo Mango;Media;23/01/2022;246557939;13/03/2022;7817;47.45;31.79;370916.65;248502.43
A281;America Del Sur;Colombia;Bebida Bolt;Nuevo Mango;Alta;1/08/2022;271128261;3/09/2022;5729;47.45;31.79;271841.05;182124.91
A282;Australia y Oceania;Australia;Bebida Bolt;Nuevo Mango;Media;2/12/2020;289702451;15/12/2020;2892;47.45;31.79;137225.4;91936.68
A283;Asia;Brunei;Bebida Bolt;Fresa;Baja;6/12/2020;305997836;6/01/2021;4710;47.45;31.79;223489.5;149730.9
A284;America Del Sur;Colombia;Bebida Bolt;Uva;Baja;9/03/2022;310959708;10/04/2022;5723;47.45;31.79;271556.35;181934.17
A285;Europa;Switzerland;Bebida Bolt;Naranja;Alta;20/01/2023;314270627;8/02/2023;5820;47.45;31.79;276159;185017.8
A286;Australia y Oceania;Tuvalu;Bebida Bolt;Nuevo Mango;Baja;31/01/2022;335351932;12/03/2022;6435;47.45;31.79;305340.75;204568.65
A287;Centroamerica y Caribe;Panama;Bebida Bolt;Fresa;Baja;29/12/2022;336541545;14/02/2023;7767;47.45;31.79;368544.15;246912.93
A288;America Del Norte;Greenland;Bebida Bolt;Uva;Critica;28/09/2022;345530164;6/10/2022;8444;47.45;31.79;400667.8;268434.76
A289;Centroamerica y Caribe;Jamaica;Bebida Bolt;Naranja;Alta;24/12/2021;345889794;21/01/2022;8230;47.45;31.79;390513.5;261631.7
A290;Europa;Belarus;Bebida Bolt;Nuevo Mango;Alta;13/12/2022;351650750;5/01/2023;4149;47.45;31.79;196870.05;131896.71
A291;America Del Sur;Argentina;Bebida Bolt;Fresa;Media;20/02/2022;372393023;11/03/2022;2519;47.45;31.79;119526.55;80079.01
A292;Europa;Switzerland;Bebida Bolt;Naranja;Baja;6/07/2022;395414102;3/08/2022;3705;47.45;31.79;175802.25;117781.95
A293;America Del Sur;Bolivia;Bebida Bolt;Nuevo Mango;Media;21/08/2022;401447999;26/08/2022;6689;47.45;31.79;317393.05;212643.31
A294;Europa;Italy;Bebida Bolt;Fresa;Alta;3/10/2020;422283828;23/10/2020;5436;47.45;31.79;257938.2;172810.44
A295;Europa;Finland;Bebida Bolt;Uva;Critica;18/03/2022;422620713;3/04/2022;4528;47.45;31.79;214853.6;143945.12
A296;America Del Norte;Mexico;Bebida Bolt;Naranja;Media;9/08/2020;435887134;17/09/2020;2429;47.45;31.79;115256.05;77217.91
A297;Asia;Japan;Bebida Bolt;Nuevo Mango;Media;14/06/2022;469912993;21/07/2022;4256;47.45;31.79;201947.2;135298.24
A298;America Del Sur;Colombia;Bebida Bolt;Fresa;Baja;21/07/2021;477304303;22/07/2021;5505;47.45;31.79;261212.25;175003.95
A299;America Del Sur;Colombia;Bebida Bolt;Naranja;Baja;11/02/2021;494225394;23/03/2021;5312;47.45;31.79;252054.4;168868.48
A300;Europa;Romania;Bebida Bolt;Nuevo Mango;Alta;7/10/2022;506900441;7/10/2022;4205;47.45;31.79;199527.25;133676.95
A301;America Del Sur;Argentina;Bebida Bolt;Fresa;Media;20/07/2022;516876542;20/08/2022;2754;47.45;31.79;130677.3;87549.66
A302;Centroamerica y Caribe;Costa Rica;Bebida Bolt;Naranja;Baja;2/11/2021;521885192;18/11/2021;3561;47.45;31.79;168969.45;113204.19
A303;America Del Norte;Estados Unidos;Bebida Bolt;Nuevo Mango;Alta;10/03/2022;526523911;14/04/2022;6129;47.45;31.79;290821.05;194840.91
A304;Centroamerica y Caribe;Grenada;Bebida Bolt;Fresa;Baja;27/05/2021;536287581;26/06/2021;7686;47.45;31.79;364700.7;244337.94
A305;Africa;Zambia;Bebida Bolt;Uva;Critica;11/09/2020;540352094;26/09/2020;1665;47.45;31.79;394167.15;264079.53
A306;Europa;Austria;Bebida Bolt;Fresa;Media;15/06/2022;540324628;24/07/2022;7489;47.45;31.79;355353.05;238075.31
A307;America Del Sur;Argentina;Bebida Bolt;Uva;Alta;13/06/2021;562583100;23/07/2021;3944;47.45;31.79;187142.8;125379.76
A308;Europa;Liechtenstein;Bebida Bolt;Naranja;Media;26/06/2022;565477311;21/07/2022;4825;47.45;31.79;228946.25;153386.75
A309;Europa;Spain;Bebida Bolt;Nuevo Mango;Alta;17/11/2020;572249782;17/11/2020;5829;47.45;31.79;276586.05;185303.91
A310;America Del Norte;Estados Unidos;Bebida Bolt;Fresa;Media;14/10/2020;574051368;28/10/2020;5720;47.45;31.79;271414;181838.8
A311;Asia;China;Bebida Bolt;Naranja;Baja;24/05/2021;579580581;10/06/2021;3557;47.45;31.79;168779.65;113077.03
A312;America Del Sur;Bolivia;Bebida Bolt;Nuevo Mango;Critica;7/09/2021;583977258;22/10/2021;7477;47.45;31.79;354783.65;237693.83
A313;America Del Sur;Paraguay;Bebida Bolt;Nuevo Mango;Alta;17/02/2022;623535764;28/02/2022;7838;47.45;31.79;371913.1;249170.02
A314;America Del Sur;Colombia;Bebida Bolt;Nuevo Mango;Baja;21/04/2023;632386195;10/06/2023;5871;47.45;31.79;278578.95;186639.09
A315;America Del Norte;Estados Unidos;Bebida Bolt;Nuevo Mango;Baja;28/07/2022;632866847;11/08/2022;5557;47.45;31.79;263679.65;176657.03
A316;Centroamerica y Caribe;Saint Kitts and Nevis ;Bebida Bolt;Fresa;Alta;24/01/2021;643387544;16/02/2021;7539;47.45;31.79;357725.55;239664.81
A317;Europa;Portugal;Bebida Bolt;Uva;Media;22/01/2022;670916020;29/01/2022;7480;47.45;31.79;354926;237789.2
A318;Europa;Austria;Bebida Bolt;Naranja;Critica;4/05/2023;679107701;6/05/2023;6572;47.45;31.79;311841.4;208923.88
A319;Centroamerica y Caribe;Guatemala;Bebida Bolt;Nuevo Mango;Critica;21/10/2021;695057189;4/11/2021;3359;47.45;31.79;159384.55;106782.61
A320;Europa;Hungary;Bebida Bolt;Fresa;Baja;20/04/2022;707739102;26/04/2022;1842;47.45;31.79;87402.9;58557.18
A321;Asia;Thailand;Bebida Bolt;Naranja;Baja;19/11/2020;727281463;7/01/2021;3493;47.45;31.79;165742.85;111042.47
A322;Europa;Romania;Bebida Bolt;Nuevo Mango;Baja;7/08/2022;731539952;8/08/2022;4045;47.45;31.79;191935.25;128590.55
A323;Europa;Poland;Bebida Bolt;Fresa;Critica;25/12/2020;813131034;28/12/2020;7178;47.45;31.79;340596.1;228188.62
A324;Centroamerica y Caribe;Haiti;Bebida Bolt;Naranja;Baja;9/04/2021;814142549;13/05/2021;4581;47.45;31.79;217368.45;145629.99
A325;America Del Sur;Argentina;Bebida Bolt;Nuevo Mango;Baja;4/05/2022;829201543;14/05/2022;2714;47.45;31.79;128779.3;86278.06
A326;Asia;Uzbekistan;Bebida Bolt;Fresa;Critica;4/05/2023;830754220;6/05/2023;3468;47.45;31.79;164556.6;110247.72
A327;Centroamerica y Caribe;Belize;Bebida Bolt;Uva;Media;29/12/2020;838085019;17/01/2021;7113;47.45;31.79;337511.85;226122.27
A328;America Del Sur;Colombia;Bebida Bolt;Fresa;Baja;22/08/2022;852058255;27/08/2022;5656;47.45;31.79;268377.2;179804.24
A329;Asia;Nepal;Bebida Bolt;Uva;Baja;22/04/2023;868652760;6/06/2023;2830;47.45;31.79;134283.5;89965.7
A330;America Del Norte;Estados Unidos;Bebida Bolt;Naranja;Media;22/07/2022;879757964;26/08/2022;2510;47.45;31.79;119099.5;79792.9
A331;America Del Sur;Argentina;Bebida Bolt;Nuevo Mango;Media;28/06/2022;890339171;8/08/2022;2611;47.45;31.79;123891.95;83003.69
A332;America Del Sur;Argentina;Bebida Bolt;Fresa;Alta;24/10/2022;892692220;7/11/2022;3101;47.45;31.79;147142.45;98580.79
A333;America Del Sur;Argentina;Bebida Bolt;Naranja;Critica;22/11/2021;897720181;29/11/2021;3566;47.45;31.79;169206.7;113363.14
A334;Asia;Philippines;Bebida Bolt;Nuevo Mango;Critica;6/11/2022;914382064;3/12/2022;5864;47.45;31.79;278246.8;186416.56
A335;Europa;Portugal;Bebida Bolt;Nuevo Mango;Media;24/04/2023;917417895;26/04/2023;5041;47.45;31.79;239195.45;160253.39
A336;America Del Norte;Canada;Bebida Bolt;Nuevo Mango;Media;29/09/2022;927084577;13/10/2022;3649;47.45;31.79;173145.05;116001.71
A337;America Del Sur;Argentina;Bebida Bolt;Nuevo Mango;Critica;28/12/2020;938801753;8/01/2021;3578;47.45;31.79;169776.1;113744.62
A338;Asia;South Korea;Bebida Bolt;Fresa;Alta;7/08/2022;939389693;14/08/2022;2053;47.45;31.79;97414.85;65264.87
A339;Europa;Sweden;Bebida Bolt;Uva;Baja;18/11/2020;939460504;20/11/2020;2660;47.45;31.79;126217;84561.4
A340;America Del Norte;Estados Unidos;Bebida Bolt;Naranja;Media;2/08/2021;940079343;13/09/2021;3534;47.45;31.79;167688.3;112345.86
A341;America Del Norte;Estados Unidos;Bebida Bolt;Nuevo Mango;Alta;30/04/2022;941685664;19/06/2022;5824;47.45;31.79;276348.8;185144.96
A342;America Del Sur;Colombia;Bebida Bolt;Fresa;Baja;26/01/2021;945736443;16/02/2021;4974;47.45;31.79;236016.3;158123.46
A343;Europa;Macedonia;Bebida Bolt;Naranja;Baja;22/02/2023;961049926;8/03/2023;4555;47.45;31.79;216134.75;144803.45
A344;America Del Sur;Argentina;Bebida Bolt;Nuevo Mango;Critica;15/02/2023;967345178;28/03/2023;4319;47.45;31.79;204936.55;137301.01
A345;Europa;Poland;Bebida Bolt;Fresa;Media;9/07/2021;967977750;21/08/2021;4766;47.45;31.79;226146.7;151511.14
A346;Centroamerica y Caribe;Guatemala;Bebida Bolt;Uva;Alta;25/11/2021;115831792;16/12/2021;5846;47.45;31.79;277392.7;185844.34
A347;Asia;Indonesia;Bebida Bolt;Naranja;Baja;24/02/2021;116113746;10/03/2021;6141;47.45;31.79;291390.45;195222.39
A348;Asia;Taiwan;Bebida Bolt;Nuevo Mango;Media;14/01/2023;121176040;29/01/2023;8176;47.45;31.79;387951.2;259915.04
A349;America Del Norte;Estados Unidos;Bebida Bolt;Fresa;Alta;23/06/2022;121239984;22/07/2022;8526;47.45;31.79;404558.7;271041.54
A350;Europa;Norway;Bebida Bolt;Naranja;Baja;17/01/2021;128816258;18/01/2021;7718;47.45;31.79;366219.1;245355.22
A351;Europa;Germany;Bebida Bolt;Nuevo Mango;Media;15/12/2020;136167657;28/12/2020;7541;47.45;31.79;357820.45;239728.39
A352;Centroamerica y Caribe;The Bahamas;Bebida Bolt;Fresa;Baja;11/10/2021;144708669;11/11/2021;6241;47.45;31.79;296135.45;198401.39
A353;America Del Sur;Colombia;Bebida Bolt;Naranja;Media;12/07/2021;146849286;1/08/2021;5038;47.45;31.79;239053.1;160158.02
A354;Asia;India;Bebida Bolt;Nuevo Mango;Alta;24/05/2022;150160205;31/05/2022;4323;47.45;31.79;205126.35;137428.17
A355;Europa;Germany;Bebida Bolt;Fresa;Alta;1/05/2021;152694785;25/05/2021;4796;47.45;31.79;227570.2;152464.84
A356;Europa;Greece;Bebida Bolt;Uva;Media;20/03/2022;152819240;24/04/2022;4694;47.45;31.79;222730.3;149222.26
A357;Europa;Georgia;Bebida Bolt;Fresa;Alta;27/10/2022;156183803;4/12/2022;4246;47.45;31.79;201472.7;134980.34
A358;America Del Sur;Argentina;Bebida Bolt;Uva;Alta;20/01/2021;160264194;3/02/2021;4075;47.45;31.79;193358.75;129544.25
A359;Australia y Oceania;Papua New Guinea;Bebida Bolt;Naranja;Alta;10/02/2023;162745130;25/02/2023;5575;47.45;31.79;264533.75;177229.25
A360;Europa;Cyprus;Bebida Bolt;Nuevo Mango;Critica;12/10/2021;187923991;23/11/2021;8185;47.45;31.79;388378.25;260201.15
A361;Asia;Taiwan;Bebida Bolt;Fresa;Critica;16/12/2021;193923556;27/12/2021;8289;47.45;31.79;393313.05;263507.31
A362;Europa;Spain;Bebida Bolt;Naranja;Alta;19/12/2022;200081908;19/12/2022;8378;47.45;31.79;397536.1;266336.62
A363;America Del Sur;Bolivia;Bebida Bolt;Nuevo Mango;Alta;7/10/2021;203154218;20/10/2021;7049;47.45;31.79;334475.05;224087.71
A364;Europa;Cyprus;Bebida Bolt;Nuevo Mango;Media;13/07/2022;207990348;29/07/2022;6539;47.45;31.79;310275.55;207874.81
A365;Europa;Italy;Bebida Bolt;Nuevo Mango;Baja;25/05/2022;211913239;5/06/2022;6850;47.45;31.79;325032.5;217761.5
A366;Australia y Oceania;Fiji;Bebida Bolt;Nuevo Mango;Baja;2/02/2022;246557939;23/03/2022;7574;47.45;31.79;359386.3;240777.46
A367;Europa;San Marino;Bebida Bolt;Fresa;Media;11/08/2022;271128261;13/09/2022;7447;47.45;31.79;353360.15;236740.13
A368;America Del Sur;Argentina;Bebida Bolt;Uva;Alta;12/12/2020;289702451;25/12/2020;4799;47.45;31.79;227712.55;152560.21
A369;America Del Sur;Argentina;Bebida Bolt;Naranja;Media;16/12/2020;305997836;16/01/2021;4220;47.45;31.79;200239;134153.8
A370;Asia;Brunei;Bebida Bolt;Nuevo Mango;Baja;19/03/2022;310959708;20/04/2022;4938;47.45;31.79;234308.1;156979.02
A371;America Del Sur;Colombia;Bebida Bolt;Fresa;Baja;30/01/2023;314270627;18/02/2023;5770;47.45;31.79;273786.5;183428.3
A372;Europa;Switzerland;Bebida Bolt;Naranja;Alta;10/02/2022;335351932;22/03/2022;6103;47.45;31.79;289587.35;194014.37
A373;Australia y Oceania;Tuvalu;Bebida Bolt;Nuevo Mango;Baja;8/01/2023;336541545;24/02/2023;6736;47.45;31.79;319623.2;214137.44
A374;Centroamerica y Caribe;Panama;Bebida Bolt;Fresa;Baja;8/10/2022;345530164;16/10/2022;8387;47.45;31.79;397963.15;266622.73
A375;America Del Norte;Greenland;Bebida Bolt;Uva;Critica;3/01/2022;345889794;31/01/2022;8269;47.45;31.79;392364.05;262871.51
A376;Centroamerica y Caribe;Jamaica;Bebida Bolt;Naranja;Alta;23/12/2022;351650750;15/01/2023;5141;47.45;31.79;243940.45;163432.39
A377;Europa;Belarus;Bebida Bolt;Nuevo Mango;Alta;2/03/2022;372393023;21/03/2022;3397;47.45;31.79;161187.65;107990.63
A378;America Del Sur;Argentina;Bebida Bolt;Fresa;Media;16/07/2022;395414102;13/08/2022;2847;47.45;31.79;135090.15;90506.13
A379;Europa;Switzerland;Bebida Bolt;Naranja;Baja;31/08/2022;401447999;5/09/2022;5210;47.45;31.79;247214.5;165625.9
A380;America Del Sur;Paraguay;Bebida Bolt;Nuevo Mango;Media;13/10/2020;422283828;2/11/2020;6416;47.45;31.79;304439.2;203964.64
A381;Europa;Italy;Bebida Bolt;Fresa;Alta;28/03/2022;422620713;13/04/2022;4815;47.45;31.79;228471.75;153068.85
A382;Europa;Finland;Bebida Bolt;Naranja;Critica;19/08/2020;435887134;27/09/2020;4253;47.45;31.79;201804.85;135202.87
A383;America Del Norte;Mexico;Bebida Bolt;Nuevo Mango;Media;24/06/2022;469912993;31/07/2022;3144;47.45;31.79;149182.8;99947.76
A384;Asia;Japan;Bebida Bolt;Fresa;Media;31/07/2021;477304303;1/08/2021;5482;47.45;31.79;260120.9;174272.78
A385;America Del Sur;Colombia;Bebida Bolt;Uva;Baja;21/02/2021;494225394;2/04/2021;5434;47.45;31.79;257843.3;172746.86
A386;America Del Sur;Argentina;Bebida Bolt;Fresa;Baja;17/10/2022;506900441;17/10/2022;4394;47.45;31.79;208495.3;139685.26
A387;Europa;Romania;Bebida Bolt;Uva;Alta;30/07/2022;516876542;30/08/2022;2789;47.45;31.79;132338.05;88662.31
A388;America Del Sur;Argentina;Bebida Bolt;Naranja;Media;12/11/2021;521885192;28/11/2021;3348;47.45;31.79;158862.6;106432.92
A389;Centroamerica y Caribe;Costa Rica;Bebida Bolt;Nuevo Mango;Baja;20/03/2022;526523911;24/04/2022;4496;47.45;31.79;213335.2;142927.84
A390;America Del Norte;Estados Unidos;Bebida Bolt;Fresa;Alta;6/06/2021;536287581;6/07/2021;6829;47.45;31.79;324036.05;217093.91
A391;Centroamerica y Caribe;Grenada;Bebida Bolt;Naranja;Baja;21/09/2020;540352094;6/10/2020;7831;47.45;31.79;371580.95;248947.49
A392;America Del Sur;Paraguay;Bebida Bolt;Nuevo Mango;Critica;25/06/2022;540324628;3/08/2022;7914;47.45;31.79;375519.3;251586.06
A393;Europa;Austria;Bebida Bolt;Nuevo Mango;Media;23/06/2021;562583100;2/08/2021;6157;47.45;31.79;292149.65;195731.03
A394;America Del Sur;Argentina;Bebida Bolt;Nuevo Mango;Alta;6/07/2022;565477311;31/07/2022;4477;47.45;31.79;212433.65;142323.83
A395;Europa;Liechtenstein;Bebida Bolt;Nuevo Mango;Media;27/11/2020;572249782;27/11/2020;5098;47.45;31.79;241900.1;162065.42
A396;Europa;Spain;Bebida Bolt;Fresa;Alta;24/10/2020;574051368;7/11/2020;5728;47.45;31.79;271793.6;182093.12
A397;America Del Norte;Estados Unidos;Bebida Bolt;Uva;Media;3/06/2021;579580581;20/06/2021;5664;47.45;31.79;268756.8;180058.56
A398;Asia;China;Bebida Bolt;Naranja;Baja;17/09/2021;583977258;1/11/2021;5513;47.45;31.79;261591.85;175258.27
A399;America Del Sur;Argentina;Bebida Bolt;Nuevo Mango;Critica;27/02/2022;623535764;10/03/2022;7574;47.45;31.79;359386.3;240777.46
A400;America Del Sur;Chile;Bebida Bolt;Fresa;Alta;1/05/2023;632386195;20/06/2023;6944;47.45;31.79;329492.8;220749.76
A401;America Del Sur;Colombia;Bebida Bolt;Naranja;Baja;7/08/2022;632866847;21/08/2022;5688;47.45;31.79;269895.6;180821.52
A402;America Del Norte;Estados Unidos;Bebida Bolt;Nuevo Mango;Baja;3/02/2021;643387544;26/02/2021;6862;47.45;31.79;325601.9;218142.98
A403;Centroamerica y Caribe;Saint Kitts and Nevis ;Bebida Bolt;Fresa;Alta;1/02/2022;670916020;8/02/2022;7502;47.45;31.79;355969.9;238488.58
A404;Europa;Portugal;Bebida Bolt;Uva;Media;14/05/2023;679107701;16/05/2023;6665;47.45;31.79;316254.25;211880.35
A405;Europa;Austria;Bebida Bolt;Naranja;Critica;31/10/2021;695057189;14/11/2021;5530;47.45;31.79;262398.5;175798.7
