ID,Zona,País,Tipo de producto,Sabor,Prioridad,Fecha pedido,ID Pedido,Fecha envío,Unidades, Precio Unitario , Coste unitario , Importe venta total , Importe Coste total 
A583,Europa,Romania,Bebida Bolt,Nuevo Mango,Baja,3/06/2022,829201543,13/06/2022,4902,47.45,31.79,232599.9,155834.58
A584,Europa,Poland,Bebida Bolt,Fresa,Crítica,3/06/2023,830754220,5/06/2023,3788,47.45,31.79,179740.6,120420.52
A585,Centroamérica y Caribe,Haiti,Bebida Bolt,Naranja,Baja,28/01/2021,838085019,16/02/2021,3721,47.45,31.79,176561.45,118290.59
A586,África,Republic of the Congo,Bebida Bolt,Nuevo Mango,Baja,21/09/2022,852058255,26/09/2022,4788,47.45,31.79,227190.6,152210.52
A587,Asia,Uzbekistan,Bebida Bolt,Fresa,Crítica,22/05/2023,868652760,6/07/2023,6275,47.45,31.79,297748.75,199482.25
A588,Centroamérica y Caribe,Belize,Bebida Bolt,Uva,Media,21/08/2022,879757964,25/09/2022,5388,47.45,31.79,255660.6,171284.52
A589,África,Republic of the Congo,Bebida Bolt,Naranja,Baja,28/07/2022,890339171,7/09/2022,3112,47.45,31.79,147664.4,98930.48
A590,Asia,Nepal,Bebida Bolt,Nuevo Mango,Baja,23/11/2022,892692220,7/12/2022,2794,47.45,31.79,132575.3,88821.26
A591,África,Ethiopia,Bebida Bolt,Fresa,Media,22/12/2021,897720181,29/12/2021,2879,47.45,31.79,136608.55,91523.41
A592,África,Swaziland,Bebida Bolt,Naranja,Media,6/12/2022,914382064,2/01/2023,3523,47.45,31.79,167166.35,111996.17
A593,África,Rwanda,Bebida Bolt,Nuevo Mango,Alta,24/05/2023,917417895,26/05/2023,4083,47.45,31.79,193738.35,129798.57
A594,África,Angola,Bebida Bolt,Fresa,Crítica,29/10/2022,927084577,12/11/2022,4975,47.45,31.79,236063.75,158155.25
A595,Asia,Philippines,Bebida Bolt,Naranja,Crítica,27/01/2021,938801753,7/02/2021,3912,47.45,31.79,185624.4,124362.48
A596,Europa,Portugal,Bebida Bolt,Nuevo Mango,Media,6/09/2022,939389693,13/09/2022,3732,47.45,31.79,177083.4,118640.28
A597,Norteamérica,Canada,Bebida Bolt,Fresa,Media,18/12/2020,939460504,20/12/2020,3448,47.45,31.79,163607.6,109611.92
A598,África,Niger,Bebida Bolt,Uva,Crítica,1/09/2021,940079343,13/10/2021,2541,47.45,31.79,120570.45,80778.39
A599,Asia,South Korea,Bebida Bolt,Fresa,Alta,30/05/2022,941685664,19/07/2022,3339,47.45,31.79,158435.55,106146.81
A600,Europa,Sweden,Bebida Bolt,Uva,Baja,25/02/2021,945736443,18/03/2021,5517,47.45,31.79,261781.65,175385.43
A601,África,Cote d'Ivoire,Bebida Bolt,Naranja,Media,24/03/2023,961049926,7/04/2023,5519,47.45,31.79,261876.55,175449.01
A602,Europa,Estonia,Bebida Bolt,Nuevo Mango,Alta,17/03/2023,967345178,27/04/2023,5211,47.45,31.79,247261.95,165657.69
A603,África,Liberia,Bebida Bolt,Fresa,Baja,8/08/2021,967977750,20/09/2021,4465,47.45,31.79,211864.25,141942.35
A604,Europa,Macedonia,Bebida Bolt,Naranja,Baja,25/12/2021,115831792,15/01/2022,4839,47.45,31.79,229610.55,153831.81
A605,África,Cape Verde,Bebida Bolt,Nuevo Mango,Crítica,26/03/2021,116113746,9/04/2021,5325,47.45,31.79,252671.25,169281.75
A606,Europa,Poland,Bebida Bolt,Nuevo Mango,Media,13/02/2023,121176040,28/02/2023,5908,47.45,31.79,280334.6,187815.32
A607,Centroamérica y Caribe,Guatemala,Bebida Bolt,Nuevo Mango,Alta,23/07/2022,121239984,21/08/2022,7632,47.45,31.79,362138.4,242621.28
A608,Asia,Indonesia,Bebida Bolt,Nuevo Mango,Baja,16/02/2021,128816258,17/02/2021,8169,47.45,31.79,387619.05,259692.51
A609,Asia,Taiwan,Bebida Bolt,Fresa,Media,14/01/2021,136167657,27/01/2021,8263,47.45,31.79,392079.35,262680.77
A610,Australia y Oceanía,East Timor,Bebida Bolt,Uva,Alta,10/11/2021,144708669,11/12/2021,7888,47.45,31.79,374285.6,250759.52
A611,Europa,Norway,Bebida Bolt,Naranja,Baja,11/08/2021,146849286,31/08/2021,6659,47.45,31.79,315969.55,211689.61
A612,Europa,Germany,Bebida Bolt,Nuevo Mango,Media,23/06/2022,150160205,30/06/2022,6229,47.45,31.79,295566.05,198019.91
A613,Centroamérica y Caribe,The Bahamas,Bebida Bolt,Fresa,Baja,31/05/2021,152694785,24/06/2021,4835,47.45,31.79,229420.75,153704.65
A614,África,Liberia,Bebida Bolt,Naranja,Media,19/04/2022,152819240,24/05/2022,4552,47.45,31.79,215992.4,144708.08
A615,Asia,India,Bebida Bolt,Nuevo Mango,Alta,26/11/2022,156183803,3/01/2023,4767,47.45,31.79,226194.15,151542.93
A616,Europa,Germany,Bebida Bolt,Fresa,Alta,19/02/2021,160264194,5/03/2021,4549,47.45,31.79,215850.05,144612.71
A617,Europa,Greece,Bebida Bolt,Uva,Media,12/03/2023,162745130,27/03/2023,4239,47.45,31.79,201140.55,134757.81
A618,Europa,Georgia,Bebida Bolt,Naranja,Alta,11/11/2021,187923991,23/12/2021,5487,47.45,31.79,260358.15,174431.73
A619,África,Turkey,Bebida Bolt,Nuevo Mango,Alta,15/01/2022,193923556,26/01/2022,7430,47.45,31.79,352553.5,236199.7
A620,Australia y Oceanía,Papua New Guinea,Bebida Bolt,Fresa,Alta,18/01/2023,200081908,18/01/2023,8175,47.45,31.79,387903.75,259883.25
A621,Europa,Cyprus,Bebida Bolt,Naranja,Crítica,6/11/2021,203154218,19/11/2021,8268,47.45,31.79,392316.6,262839.72
A622,Asia,Taiwan,Bebida Bolt,Nuevo Mango,Crítica,12/08/2022,207990348,28/08/2022,8217,47.45,31.79,389896.65,261218.43
A623,Australia y Oceanía,Solomon Islands,Bebida Bolt,Fresa,Alta,24/06/2022,211913239,5/07/2022,6671,47.45,31.79,316538.95,212071.09
A624,África,Malawi,Bebida Bolt,Naranja,Alta,4/03/2022,246557939,22/04/2022,6678,47.45,31.79,316871.1,212293.62
A625,Europa,Cyprus,Bebida Bolt,Nuevo Mango,Media,10/09/2022,271128261,13/10/2022,7025,47.45,31.79,333336.25,223324.75
A626,Europa,Italy,Bebida Bolt,Fresa,Baja,11/01/2021,289702451,24/01/2021,6819,47.45,31.79,323561.55,216776.01
A627,Australia y Oceanía,Fiji,Bebida Bolt,Uva,Baja,15/01/2021,305997836,15/02/2021,5811,47.45,31.79,275731.95,184731.69
A628,Europa,San Marino,Bebida Bolt,Fresa,Media,18/04/2022,310959708,20/05/2022,4783,47.45,31.79,226953.35,152051.57
A629,África,Senegal,Bebida Bolt,Uva,Alta,1/03/2023,314270627,20/03/2023,5168,47.45,31.79,245221.6,164290.72
A630,África,Azerbaijan,Bebida Bolt,Naranja,Media,12/03/2022,335351932,21/04/2022,5843,47.45,31.79,277250.35,185748.97
A631,Asia,Brunei,Bebida Bolt,Nuevo Mango,Baja,7/02/2023,336541545,26/03/2023,6109,47.45,31.79,289872.05,194205.11
A632,África,Saudi Arabia,Bebida Bolt,Fresa,Baja,7/11/2022,345530164,15/11/2022,6196,47.45,31.79,294000.2,196970.84
A633,Europa,Switzerland,Bebida Bolt,Naranja,Alta,2/02/2022,345889794,2/03/2022,8264,47.45,31.79,392126.8,262712.56
A634,Australia y Oceanía,Tuvalu,Bebida Bolt,Nuevo Mango,Baja,22/01/2023,351650750,14/02/2023,8104,47.45,31.79,384534.8,257626.16
A635,Centroamérica y Caribe,Panama,Bebida Bolt,Nuevo Mango,Baja,1/04/2022,372393023,20/04/2022,6071,47.45,31.79,288068.95,192997.09
A636,Norteamérica,Greenland,Bebida Bolt,Nuevo Mango,Crítica,15/08/2022,395414102,12/09/2022,3670,47.45,31.79,174141.5,116669.3
A637,Centroamérica y Caribe,Jamaica,Bebida Bolt,Nuevo Mango,Alta,30/09/2022,401447999,5/10/2022,3315,47.45,31.79,157296.75,105383.85
A638,Europa,Belarus,Bebida Bolt,Fresa,Alta,12/11/2020,422283828,2/12/2020,4844,47.45,31.79,229847.8,153990.76
A639,África,Zimbabwe,Bebida Bolt,Uva,Media,27/04/2022,422620713,13/05/2022,5429,47.45,31.79,257606.05,172587.91
A640,Europa,Switzerland,Bebida Bolt,Fresa,Baja,18/09/2020,435887134,27/10/2020,4840,47.45,31.79,229658,153863.6
A641,África,Oman,Bebida Bolt,Naranja,Media,24/07/2022,469912993,30/08/2022,4374,47.45,31.79,207546.3,139049.46
A642,Europa,Italy,Bebida Bolt,Nuevo Mango,Alta,30/08/2021,477304303,31/08/2021,3771,47.45,31.79,178933.95,119880.09
A643,Europa,Finland,Bebida Bolt,Nuevo Mango,Crítica,23/03/2021,494225394,2/05/2021,3884,47.45,31.79,184295.8,123472.36
A644,Norteamérica,Mexico,Bebida Bolt,Nuevo Mango,Media,16/11/2022,506900441,16/11/2022,5419,47.45,31.79,257131.55,172270.01
A645,Asia,Japan,Bebida Bolt,Nuevo Mango,Media,29/08/2022,516876542,29/09/2022,5056,47.45,31.79,239907.2,160730.24
A646,África,The Gambia,Bebida Bolt,Fresa,Baja,12/12/2021,521885192,28/12/2021,3374,47.45,31.79,160096.3,107259.46
A647,África,Syria,Bebida Bolt,Uva,Baja,19/04/2022,526523911,24/05/2022,3732,47.45,31.79,177083.4,118640.28
A648,Europa,Romania,Bebida Bolt,Naranja,Alta,6/07/2021,536287581,5/08/2021,4235,47.45,31.79,200950.75,134630.65
A649,África,Somalia,Bebida Bolt,Nuevo Mango,Media,21/10/2020,540352094,5/11/2020,6047,47.45,31.79,286930.15,192234.13
A650,Centroamérica y Caribe,Costa Rica,Bebida Bolt,Fresa,Baja,25/07/2022,540324628,2/09/2022,6956,47.45,31.79,330062.2,221131.24
A651,Europa,Estonia,Bebida Bolt,Naranja,Alta,23/07/2021,562583100,1/09/2021,7783,47.45,31.79,369303.35,247421.57
A652,Centroamérica y Caribe,Grenada,Bebida Bolt,Nuevo Mango,Baja,5/08/2022,565477311,30/08/2022,7425,47.45,31.79,352316.25,236040.75
A653,África,Zambia,Bebida Bolt,Fresa,Crítica,27/12/2020,572249782,27/12/2020,5030,47.45,31.79,238673.5,159903.7
A654,Europa,Austria,Bebida Bolt,Uva,Media,23/11/2020,574051368,7/12/2020,5046,47.45,31.79,239432.7,160412.34
A655,África,Iraq,Bebida Bolt,Naranja,Alta,3/07/2021,579580581,20/07/2021,5489,47.45,31.79,260453.05,174495.31
A656,Europa,Liechtenstein,Bebida Bolt,Nuevo Mango,Media,17/10/2021,583977258,1/12/2021,5552,47.45,31.79,263442.4,176498.08
A657,Europa,Spain,Bebida Bolt,Fresa,Alta,29/03/2022,623535764,9/04/2022,5918,47.45,31.79,280809.1,188133.22
A658,África,Democratic Republic of the Congo,Bebida Bolt,Naranja,Media,31/05/2023,632386195,20/07/2023,7070,47.45,31.79,335471.5,224755.3
A659,Asia,China,Bebida Bolt,Nuevo Mango,Baja,6/09/2022,632866847,20/09/2022,7153,47.45,31.79,339409.85,227393.87
A660,África,Egypt,Bebida Bolt,Fresa,Crítica,5/03/2021,643387544,28/03/2021,7109,47.45,31.79,337322.05,225995.11
A661,África,Syria,Bebida Bolt,Naranja,Alta,3/03/2022,670916020,10/03/2022,6619,47.45,31.79,314071.55,210418.01
A662,África,Mozambique,Bebida Bolt,Nuevo Mango,Baja,13/06/2023,679107701,15/06/2023,6752,47.45,31.79,320382.4,214646.08
A663,África,Cote d'Ivoire,Bebida Bolt,Fresa,Baja,30/11/2021,695057189,14/12/2021,6761,47.45,31.79,320809.45,214932.19
A664,Centroamérica y Caribe,Saint Kitts and Nevis ,Bebida Bolt,Uva,Alta,30/05/2022,707739102,5/06/2022,5466,47.45,31.79,259361.7,173764.14
A665,Europa,Portugal,Bebida Bolt,Fresa,Media,29/12/2020,727281463,16/02/2021,4600,47.45,31.79,218270,146234
A666,Europa,Austria,Bebida Bolt,Uva,Crítica,16/09/2022,731539952,17/09/2022,3231,47.45,31.79,153310.95,102713.49
A667,Centroamérica y Caribe,Guatemala,Bebida Bolt,Naranja,Crítica,3/02/2021,813131034,6/02/2021,3884,47.45,31.79,184295.8,123472.36
A668,Europa,Hungary,Bebida Bolt,Nuevo Mango,Baja,19/05/2021,814142549,22/06/2021,4454,47.45,31.79,211342.3,141592.66
A669,Asia,Thailand,Bebida Bolt,Fresa,Baja,13/06/2022,829201543,23/06/2022,4990,47.45,31.79,236775.5,158632.1
A670,Europa,Romania,Bebida Bolt,Naranja,Baja,13/06/2023,830754220,15/06/2023,4079,47.45,31.79,193548.55,129671.41
A671,Europa,Poland,Bebida Bolt,Nuevo Mango,Crítica,7/02/2021,838085019,26/02/2021,3730,47.45,31.79,176988.5,118576.7
A672,Centroamérica y Caribe,Haiti,Bebida Bolt,Nuevo Mango,Baja,1/10/2022,852058255,6/10/2022,4414,47.45,31.79,209444.3,140321.06
A673,África,Republic of the Congo,Bebida Bolt,Nuevo Mango,Baja,1/06/2023,868652760,16/07/2023,6153,47.45,31.79,291959.85,195603.87
A674,Asia,Uzbekistan,Bebida Bolt,Nuevo Mango,Crítica,31/08/2022,879757964,5/10/2022,5628,47.45,31.79,267048.6,178914.12
A675,Centroamérica y Caribe,Belize,Bebida Bolt,Fresa,Media,7/08/2022,890339171,17/09/2022,4653,47.45,31.79,220784.85,147918.87
A676,África,Republic of the Congo,Bebida Bolt,Uva,Baja,3/12/2022,892692220,17/12/2022,2835,47.45,31.79,134520.75,90124.65
A677,Asia,Nepal,Bebida Bolt,Naranja,Baja,1/01/2022,897720181,8/01/2022,2802,47.45,31.79,132954.9,89075.58
A678,África,Ethiopia,Bebida Bolt,Nuevo Mango,Media,16/12/2022,914382064,12/01/2023,3082,47.45,31.79,146240.9,97976.78
A679,África,Swaziland,Bebida Bolt,Fresa,Media,3/06/2023,917417895,5/06/2023,3583,47.45,31.79,170013.35,113903.57
A680,África,Rwanda,Bebida Bolt,Fresa,Alta,8/11/2022,927084577,22/11/2022,4086,47.45,31.79,193880.7,129893.94
A681,África,Angola,Bebida Bolt,Naranja,Crítica,6/02/2021,938801753,17/02/2021,4593,47.45,31.79,217937.85,146011.47
A682,Asia,Philippines,Bebida Bolt,Nuevo Mango,Crítica,16/09/2022,939389693,23/09/2022,3772,47.45,31.79,178981.4,119911.88
A683,Europa,Portugal,Bebida Bolt,Fresa,Media,28/12/2020,939460504,30/12/2020,3625,47.45,31.79,172006.25,115238.75
A684,Norteamérica,Canada,Bebida Bolt,Uva,Media,11/09/2021,940079343,23/10/2021,2696,47.45,31.79,127925.2,85705.84
A685,África,Niger,Bebida Bolt,Fresa,Crítica,9/06/2022,941685664,29/07/2022,3147,47.45,31.79,149325.15,100043.13
A686,Asia,South Korea,Bebida Bolt,Uva,Alta,7/03/2021,945736443,28/03/2021,5451,47.45,31.79,258649.95,173287.29
A687,Europa,Sweden,Bebida Bolt,Naranja,Baja,3/04/2023,961049926,17/04/2023,5519,47.45,31.79,261876.55,175449.01
A688,África,Cote d'Ivoire,Bebida Bolt,Nuevo Mango,Media,27/03/2023,967345178,7/05/2023,5324,47.45,31.79,252623.8,169249.96
A689,Europa,Estonia,Bebida Bolt,Fresa,Alta,18/08/2021,967977750,30/09/2021,4642,47.45,31.79,220262.9,147569.18
A690,África,Liberia,Bebida Bolt,Naranja,Baja,4/01/2022,115831792,25/01/2022,4673,47.45,31.79,221733.85,148554.67
A691,Europa,Macedonia,Bebida Bolt,Nuevo Mango,Baja,5/04/2021,116113746,19/04/2021,5143,47.45,31.79,244035.35,163495.97
A692,África,Cape Verde,Bebida Bolt,Nuevo Mango,Crítica,23/02/2023,121176040,10/03/2023,5673,47.45,31.79,269183.85,180344.67
A693,Europa,Poland,Bebida Bolt,Nuevo Mango,Media,2/08/2022,121239984,31/08/2022,7040,47.45,31.79,334048,223801.6
A694,Centroamérica y Caribe,Guatemala,Bebida Bolt,Nuevo Mango,Alta,26/02/2021,128816258,27/02/2021,8111,47.45,31.79,384866.95,257848.69
A695,Asia,Indonesia,Bebida Bolt,Fresa,Baja,24/01/2021,136167657,6/02/2021,8187,47.45,31.79,388473.15,260264.73
A696,Asia,Taiwan,Bebida Bolt,Uva,Media,20/11/2021,144708669,21/12/2021,8151,47.45,31.79,386764.95,259120.29
A697,Australia y Oceanía,East Timor,Bebida Bolt,Naranja,Alta,21/08/2021,146849286,10/09/2021,7210,47.45,31.79,342114.5,229205.9
A698,Europa,Norway,Bebida Bolt,Nuevo Mango,Baja,3/07/2022,150160205,10/07/2022,6372,47.45,31.79,302351.4,202565.88
A699,Europa,Germany,Bebida Bolt,Fresa,Media,10/06/2021,152694785,4/07/2021,5164,47.45,31.79,245031.8,164163.56
A700,Centroamérica y Caribe,The Bahamas,Bebida Bolt,Uva,Baja,29/04/2022,152819240,3/06/2022,4654,47.45,31.79,220832.3,147950.66
A701,África,Liberia,Bebida Bolt,Naranja,Media,6/12/2022,156183803,13/01/2023,4652,47.45,31.79,220737.4,147887.08
A702,Asia,India,Bebida Bolt,Nuevo Mango,Alta,1/03/2021,160264194,15/03/2021,4596,47.45,31.79,218080.2,146106.84
A703,Europa,Germany,Bebida Bolt,Fresa,Alta,22/03/2023,162745130,6/04/2023,4509,47.45,31.79,213952.05,143341.11
A704,Europa,Greece,Bebida Bolt,Naranja,Media,21/11/2021,187923991,2/01/2022,4328,47.45,31.79,205363.6,137587.12
A705,Europa,Georgia,Bebida Bolt,Nuevo Mango,Alta,25/01/2022,193923556,5/02/2022,6877,47.45,31.79,326313.65,218619.83
A706,África,Turkey,Bebida Bolt,Nuevo Mango,Alta,28/01/2023,200081908,28/01/2023,8013,47.45,31.79,380216.85,254733.27
A707,Australia y Oceanía,Papua New Guinea,Bebida Bolt,Nuevo Mango,Alta,16/11/2021,203154218,29/11/2021,8179,47.45,31.79,388093.55,260010.41
A708,Europa,Cyprus,Bebida Bolt,Nuevo Mango,Crítica,22/08/2022,207990348,7/09/2022,8257,47.45,31.79,391794.65,262490.03
A709,Asia,Taiwan,Bebida Bolt,Fresa,Crítica,4/07/2022,211913239,15/07/2022,6774,47.45,31.79,321426.3,215345.46
A710,Australia y Oceanía,Solomon Islands,Bebida Bolt,Uva,Alta,14/03/2022,246557939,2/05/2022,6677,47.45,31.79,316823.65,212261.83
A711,África,Malawi,Bebida Bolt,Naranja,Alta,20/09/2022,271128261,23/10/2022,6812,47.45,31.79,323229.4,216553.48
A712,Europa,Cyprus,Bebida Bolt,Nuevo Mango,Media,21/01/2021,289702451,3/02/2021,6869,47.45,31.79,325934.05,218365.51
A713,Europa,Italy,Bebida Bolt,Fresa,Baja,25/01/2021,305997836,25/02/2021,5937,47.45,31.79,281710.65,188737.23
A714,Australia y Oceanía,Fiji,Bebida Bolt,Uva,Baja,28/04/2022,310959708,30/05/2022,5113,47.45,31.79,242611.85,162542.27
A715,Europa,San Marino,Bebida Bolt,Naranja,Media,11/03/2023,314270627,30/03/2023,5001,47.45,31.79,237297.45,158981.79
A716,África,Senegal,Bebida Bolt,Nuevo Mango,Alta,22/03/2022,335351932,1/05/2022,5628,47.45,31.79,267048.6,178914.12
A717,África,Azerbaijan,Bebida Bolt,Fresa,Media,17/02/2023,336541545,5/04/2023,5860,47.45,31.79,278057,186289.4
A718,Asia,Brunei,Bebida Bolt,Naranja,Baja,17/11/2022,345530164,25/11/2022,6141,47.45,31.79,291390.45,195222.39
A719,África,Saudi Arabia,Bebida Bolt,Nuevo Mango,Baja,12/02/2022,345889794,12/03/2022,6922,47.45,31.79,328448.9,220050.38
A720,Europa,Switzerland,Bebida Bolt,Fresa,Alta,1/02/2023,351650750,24/02/2023,8153,47.45,31.79,386859.85,259183.87
A721,Australia y Oceanía,Tuvalu,Bebida Bolt,Uva,Baja,11/04/2022,372393023,30/04/2022,7980,47.45,31.79,378651,253684.2
A722,Centroamérica y Caribe,Panama,Bebida Bolt,Naranja,Baja,25/08/2022,395414102,22/09/2022,5318,47.45,31.79,252339.1,169059.22
A723,Norteamérica,Greenland,Bebida Bolt,Nuevo Mango,Crítica,10/10/2022,401447999,15/10/2022,3406,47.45,31.79,161614.7,108276.74
A724,Centroamérica y Caribe,Jamaica,Bebida Bolt,Fresa,Alta,22/11/2020,422283828,12/12/2020,4603,47.45,31.79,218412.35,146329.37
A725,Europa,Belarus,Bebida Bolt,Naranja,Alta,7/05/2022,422620713,23/05/2022,4866,47.45,31.79,230891.7,154690.14
A726,África,Zimbabwe,Bebida Bolt,Nuevo Mango,Media,28/09/2020,435887134,6/11/2020,4963,47.45,31.79,235494.35,157773.77
A727,Europa,Switzerland,Bebida Bolt,Fresa,Baja,3/08/2022,469912993,9/09/2022,4592,47.45,31.79,217890.4,145979.68
A728,África,Oman,Bebida Bolt,Naranja,Media,9/09/2021,477304303,10/09/2021,3972,47.45,31.79,188471.4,126269.88
A729,Europa,Italy,Bebida Bolt,Nuevo Mango,Alta,2/04/2021,494225394,12/05/2021,3865,47.45,31.79,183394.25,122868.35
A730,Europa,Finland,Bebida Bolt,Fresa,Crítica,26/11/2022,506900441,26/11/2022,5020,47.45,31.79,238199,159585.8
A731,Norteamérica,Mexico,Bebida Bolt,Uva,Media,8/09/2022,516876542,9/10/2022,5248,47.45,31.79,249017.6,166833.92
A732,Asia,Japan,Bebida Bolt,Fresa,Media,22/12/2021,521885192,7/01/2022,4327,47.45,31.79,205316.15,137555.33
A733,África,The Gambia,Bebida Bolt,Uva,Baja,29/04/2022,526523911,3/06/2022,3671,47.45,31.79,174188.95,116701.09
A734,África,Syria,Bebida Bolt,Naranja,Baja,16/07/2021,536287581,15/08/2021,4114,47.45,31.79,195209.3,130784.06
A735,Europa,Romania,Bebida Bolt,Nuevo Mango,Alta,31/10/2020,540352094,15/11/2020,4918,47.45,31.79,233359.1,156343.22
A736,África,Somalia,Bebida Bolt,Fresa,Media,4/08/2022,540324628,12/09/2022,6831,47.45,31.79,324130.95,217157.49
A737,Centroamérica y Caribe,Costa Rica,Bebida Bolt,Naranja,Baja,2/08/2021,562583100,11/09/2021,7271,47.45,31.79,345008.95,231145.09
A738,Europa,Estonia,Bebida Bolt,Nuevo Mango,Alta,15/08/2022,565477311,9/09/2022,7679,47.45,31.79,364368.55,244115.41
A739,Centroamérica y Caribe,Grenada,Bebida Bolt,Nuevo Mango,Baja,6/01/2021,572249782,6/01/2021,6675,47.45,31.79,316728.75,212198.25
A740,África,Zambia,Bebida Bolt,Nuevo Mango,Crítica,3/12/2020,574051368,17/12/2020,5033,47.45,31.79,238815.85,159999.07
A741,Europa,Austria,Bebida Bolt,Nuevo Mango,Media,13/07/2021,579580581,30/07/2021,5308,47.45,31.79,251864.6,168741.32
A742,África,Iraq,Bebida Bolt,Fresa,Alta,27/10/2021,583977258,11/12/2021,5528,47.45,31.79,262303.6,175735.12
A743,Europa,Liechtenstein,Bebida Bolt,Uva,Media,8/04/2022,623535764,19/04/2022,5623,47.45,31.79,266811.35,178755.17
A744,Europa,Spain,Bebida Bolt,Naranja,Alta,10/06/2023,632386195,30/07/2023,5967,47.45,31.79,283134.15,189690.93
A745,África,Democratic Republic of the Congo,Bebida Bolt,Nuevo Mango,Media,16/09/2022,632866847,30/09/2022,7079,47.45,31.79,335898.55,225041.41
A746,Asia,China,Bebida Bolt,Fresa,Baja,15/03/2021,643387544,7/04/2021,7149,47.45,31.79,339220.05,227266.71
A747,África,Egypt,Bebida Bolt,Naranja,Crítica,13/03/2022,670916020,20/03/2022,6799,47.45,31.79,322612.55,216140.21
A748,África,Syria,Bebida Bolt,Nuevo Mango,Alta,23/06/2023,679107701,25/06/2023,6706,47.45,31.79,318199.7,213183.74
A749,África,Mozambique,Bebida Bolt,Fresa,Baja,10/12/2021,695057189,24/12/2021,6755,47.45,31.79,320524.75,214741.45
A750,África,Cote d'Ivoire,Bebida Bolt,Naranja,Baja,9/06/2022,707739102,15/06/2022,5615,47.45,31.79,266431.75,178500.85
A751,Centroamérica y Caribe,Saint Kitts and Nevis ,Bebida Bolt,Nuevo Mango,Alta,8/01/2021,727281463,26/02/2021,4778,47.45,31.79,226716.1,151892.62
A752,Europa,Portugal,Bebida Bolt,Fresa,Media,26/09/2022,731539952,27/09/2022,3867,47.45,31.79,183489.15,122931.93
A753,Europa,Austria,Bebida Bolt,Uva,Crítica,13/02/2021,813131034,16/02/2021,3475,47.45,31.79,164888.75,110470.25
A754,Centroamérica y Caribe,Guatemala,Bebida Bolt,Fresa,Crítica,29/05/2021,814142549,2/07/2021,3979,47.45,31.79,188803.55,126492.41
A755,Europa,Hungary,Bebida Bolt,Uva,Baja,23/06/2022,829201543,3/07/2022,4633,47.45,31.79,219835.85,147283.07
A756,Asia,Thailand,Bebida Bolt,Naranja,Baja,23/06/2023,830754220,25/06/2023,4541,47.45,31.79,215470.45,144358.39
A757,Europa,Romania,Bebida Bolt,Nuevo Mango,Baja,17/02/2021,838085019,8/03/2021,3897,47.45,31.79,184912.65,123885.63
A758,Europa,Poland,Bebida Bolt,Fresa,Crítica,11/10/2022,852058255,16/10/2022,3918,47.45,31.79,185909.1,124553.22
A759,Centroamérica y Caribe,Haiti,Bebida Bolt,Naranja,Baja,11/06/2023,868652760,26/07/2023,5322,47.45,31.79,252528.9,169186.38
A760,África,Republic of the Congo,Bebida Bolt,Nuevo Mango,Baja,10/09/2022,879757964,15/10/2022,5760,47.45,31.79,273312,183110.4
A761,Asia,Uzbekistan,Bebida Bolt,Nuevo Mango,Crítica,17/08/2022,890339171,27/09/2022,5342,47.45,31.79,253477.9,169822.18
A762,Centroamérica y Caribe,Belize,Bebida Bolt,Nuevo Mango,Media,13/12/2022,892692220,27/12/2022,3975,47.45,31.79,188613.75,126365.25
A763,África,Republic of the Congo,Bebida Bolt,Nuevo Mango,Baja,11/01/2022,897720181,18/01/2022,2820,47.45,31.79,133809,89647.8
A764,Asia,Nepal,Bebida Bolt,Fresa,Baja,26/12/2022,914382064,22/01/2023,2841,47.45,31.79,134805.45,90315.39
A765,África,Ethiopia,Bebida Bolt,Uva,Media,13/06/2023,917417895,15/06/2023,3400,47.45,31.79,161330,108086
A766,África,Swaziland,Bebida Bolt,Naranja,Media,18/11/2022,927084577,2/12/2022,4004,47.45,31.79,189989.8,127287.16
A767,África,Rwanda,Bebida Bolt,Nuevo Mango,Alta,16/02/2021,938801753,27/02/2021,4244,47.45,31.79,201377.8,134916.76
A768,África,Angola,Bebida Bolt,Fresa,Crítica,26/09/2022,939389693,3/10/2022,4056,47.45,31.79,192457.2,128940.24
A769,Asia,Philippines,Bebida Bolt,Naranja,Crítica,7/01/2021,939460504,9/01/2021,3696,47.45,31.79,175375.2,117495.84
A770,Europa,Portugal,Bebida Bolt,Nuevo Mango,Media,21/09/2021,940079343,2/11/2021,3354,47.45,31.79,159147.3,106623.66
A771,Norteamérica,Canada,Bebida Bolt,Fresa,Media,19/06/2022,941685664,8/08/2022,3056,47.45,31.79,145007.2,97150.24
A772,África,Niger,Bebida Bolt,Uva,Crítica,17/03/2021,945736443,7/04/2021,4721,47.45,31.79,224011.45,150080.59
A773,Asia,South Korea,Bebida Bolt,Naranja,Alta,13/04/2023,961049926,27/04/2023,5458,47.45,31.79,258982.1,173509.82
A774,Europa,Sweden,Bebida Bolt,Nuevo Mango,Baja,6/04/2023,967345178,17/05/2023,5372,47.45,31.79,254901.4,170775.88
A775,África,Cote d'Ivoire,Bebida Bolt,Fresa,Media,28/08/2021,967977750,10/10/2021,5231,47.45,31.79,248210.95,166293.49
A776,Europa,Estonia,Bebida Bolt,Naranja,Alta,14/01/2022,115831792,4/02/2022,4656,47.45,31.79,220927.2,148014.24
